timestamp,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
2022-09-23 16:45:20.451575,922.720092773438,-43.0140571594238,1.98836815357208,0.0,0.0,0.0,0.999955117702484
2022-09-23 16:45:20.541574,922.721374511719,-43.0142593383789,1.9882800579071,0.0,0.0,0.0,0.999955058097839
2022-09-23 16:45:20.641574,922.725646972656,-43.014518737793,1.98797345161438,0.0,0.0,0.0,0.999954581260681
2022-09-23 16:45:20.751574,922.731689453125,-43.0146751403809,1.98757481575012,0.0,0.0,0.0,0.999953985214233
2022-09-23 16:45:20.831574,922.739685058594,-43.0148773193359,1.98709547519684,0.0,0.0,0.0,0.999953269958496
2022-09-23 16:45:20.921574,922.750244140625,-43.0151290893555,1.98652052879334,0.0,0.0,0.0,0.99995231628418
2022-09-23 16:45:21.011574,922.762329101563,-43.0153579711914,1.98598146438599,0.0,0.0,0.0,0.999951481819153
2022-09-23 16:45:21.111574,922.776306152344,-43.0155601501465,1.98548328876495,0.0,0.0,0.0,0.999950587749481
2022-09-23 16:45:21.201574,922.792358398438,-43.0158042907715,1.98505187034607,0.0,0.0,0.0,0.999949872493744
2022-09-23 16:45:21.291574,922.809997558594,-43.0160026550293,1.98473083972931,0.0,0.0,0.0,0.999949216842651
2022-09-23 16:45:21.381574,922.828857421875,-43.016170501709,1.98453044891357,0.0,0.0,0.0,0.999948740005493
2022-09-23 16:45:21.471574,922.849609375,-43.0163803100586,1.98445153236389,0.0,0.0,0.0,0.999948441982269
2022-09-23 16:45:21.551574,922.869689941406,-43.0165519714355,1.98447585105896,0.0,0.0,0.0,0.999948263168335
2022-09-23 16:45:21.651573,922.895568847656,-43.0167922973633,1.98464059829712,0.0,0.0,0.0,0.99994820356369
2022-09-23 16:45:21.741573,922.921813964844,-43.0169486999512,1.98491215705872,0.0,0.0,0.0,0.999948263168335
2022-09-23 16:45:21.831573,922.94873046875,-43.0171279907227,1.98522472381592,0.0,0.0,0.0,0.999948382377625
2022-09-23 16:45:21.921573,922.9775390625,-43.0173149108887,1.98557376861572,0.0,0.0,0.0,0.999948441982269
2022-09-23 16:45:22.011573,923.007568359375,-43.0174789428711,1.98595941066742,0.0,0.0,0.0,0.999948680400848
2022-09-23 16:45:22.101573,923.038940429688,-43.0176086425781,1.98636937141418,0.0,0.0,0.0,0.999948918819427
2022-09-23 16:45:22.191573,923.073913574219,-43.0177345275879,1.98678255081177,0.0,0.0,0.0,0.999949157238007
2022-09-23 16:45:22.301573,923.110229492188,-43.0178375244141,1.98716592788696,0.0,0.0,0.0,0.999949336051941
2022-09-23 16:45:22.391573,923.146606445313,-43.017936706543,1.98750329017639,0.0,0.0,0.0,0.999949395656586
2022-09-23 16:45:22.471573,923.179748535156,-43.0180168151855,1.98776936531067,0.0,0.0,0.0,0.99994945526123
2022-09-23 16:45:22.561573,923.218322753906,-43.0181198120117,1.98806095123291,0.0,0.0,0.0,0.99994945526123
2022-09-23 16:45:22.651572,923.257873535156,-43.0181694030762,1.98833036422729,0.0,0.0,0.0,0.99994945526123
2022-09-23 16:45:22.751572,923.298889160156,-43.0181770324707,1.98856449127197,0.0,0.0,0.0,0.99994945526123
2022-09-23 16:45:22.841572,923.339965820313,-43.0181999206543,1.98875939846039,0.0,0.0,0.0,0.999949336051941
2022-09-23 16:45:22.931572,923.382751464844,-43.0182418823242,1.98891568183899,0.0,0.0,0.0,0.999948978424072
2022-09-23 16:45:23.031572,923.430725097656,-43.0182762145996,1.98907005786896,0.0,0.0,0.0,0.999948680400848
2022-09-23 16:45:23.121572,923.475219726563,-43.018253326416,1.98918557167053,0.0,0.0,0.0,0.99994832277298
2022-09-23 16:45:23.211572,923.521850585938,-43.0182266235352,1.9892737865448,0.0,0.0,0.0,0.999947845935822
2022-09-23 16:45:23.311572,923.569458007813,-43.0181732177734,1.98934268951416,0.0,0.0,0.0,0.999947309494019
2022-09-23 16:45:23.411572,923.621643066406,-43.0180969238281,1.98945784568787,0.0,0.0,0.0,0.999946773052216
2022-09-23 16:45:23.501572,923.669555664063,-43.0180397033691,1.98960423469543,0.0,0.0,0.0,0.999946355819702
2022-09-23 16:45:23.591572,923.718200683594,-43.017951965332,1.98975276947021,0.0,0.0,0.0,0.999945878982544
2022-09-23 16:45:23.671571,923.767639160156,-43.0178298950195,1.9898966550827,0.0,0.0,0.0,0.999945461750031
2022-09-23 16:45:23.771571,923.819458007813,-43.0176696777344,1.99002206325531,0.0,0.0,0.0,0.999944984912872
2022-09-23 16:45:23.861571,923.876220703125,-43.0174751281738,1.99016284942627,0.0,0.0,0.0,0.999944448471069
