timestamp,steering_angle,steering_angle_velocity,velocity,acceleration
2022-09-23 16:45:20.381575,0.043552870467845534,0.0,1.0,1.5999107199260487
2022-09-23 16:45:20.391575,0.04355359456745387,0.0,1.0,1.5999107199260487
2022-09-23 16:45:20.401575,0.04355359456745387,0.0,0.9999999999999999,1.5999108174214438
2022-09-23 16:45:20.421575,0.04355359456745387,0.0,0.9999999999999999,1.5999108174214438
2022-09-23 16:45:20.431575,0.04355359456745387,0.0,0.9999999999999999,1.5999109051672995
2022-09-23 16:45:20.461575,0.04355456464144778,0.0,0.9999999999999999,1.5999109051672995
2022-09-23 16:45:20.471575,0.04355456464144778,0.0,0.9999999999999999,1.5995079913005694
2022-09-23 16:45:20.501575,0.04355456079155684,0.0,0.9999999999999999,1.5995079913005694
2022-09-23 16:45:20.501575,0.04355456079155684,0.0,0.9999999999999999,1.5991453688205124
2022-09-23 16:45:20.521574,0.04355456079155684,0.0,0.9999999999999999,1.5991453688205124
2022-09-23 16:45:20.541574,0.04355456079155684,0.0,0.9999999999999999,1.5988190085884613
2022-09-23 16:45:20.551574,0.04359084966835192,0.0,0.9999999999999999,1.5988190085884613
2022-09-23 16:45:20.571574,0.04359084966835192,0.0,1.00052764891316,1.6064080093919484
2022-09-23 16:45:20.591574,0.04359084966835192,0.0,1.00052764891316,1.6064080093919484
2022-09-23 16:45:20.601574,0.04359084966835192,0.0,1.0005276311876856,1.6027012497295627
2022-09-23 16:45:20.621574,0.04359084967959017,0.0,1.0005276311876856,1.6027012497295627
2022-09-23 16:45:20.641574,0.04359084967959017,0.0,1.0005276311876856,1.5995273315739071
2022-09-23 16:45:20.661574,0.043606397981524825,0.0,1.0005276311876856,1.5995273315739071
2022-09-23 16:45:20.661574,0.043606397981524825,0.0,1.0015152068570286,1.6137824283824191
2022-09-23 16:45:20.681574,0.043606397981524825,0.0,1.0015152068570286,1.6137824283824191
2022-09-23 16:45:20.701574,0.043606397981524825,0.0,1.0013867724609857,1.6047534762406899
2022-09-23 16:45:20.721574,0.04360647942451734,0.0,1.0013867724609857,1.6047534762406899
2022-09-23 16:45:20.751574,0.04360647942451734,0.0,1.0013867724609857,1.5991096653855765
2022-09-23 16:45:20.761574,0.04357494888192258,0.0,1.0013867724609857,1.5991096653855765
2022-09-23 16:45:20.771574,0.04357494888192258,0.0,1.0024332251370496,1.613294036240156
2022-09-23 16:45:20.781574,0.04357494888192258,0.0,1.0024332251370496,1.613294036240156
2022-09-23 16:45:20.811574,0.04357494888192258,0.0,1.0020070377106414,1.5966306932128274
2022-09-23 16:45:20.821574,0.04357521952207318,0.0,1.0020070377106414,1.5966306932128274
2022-09-23 16:45:20.831574,0.04357521952207318,0.0,1.0033696249578519,1.566875612962717
2022-09-23 16:45:20.851574,0.043532282012239715,0.0,1.0033696249578519,1.566875612962717
2022-09-23 16:45:20.861574,0.043532282012239715,0.0,1.0033696249578519,1.5139154895324851
2022-09-23 16:45:20.891574,0.043532282012239715,0.0,1.0033696249578519,1.5139154895324851
2022-09-23 16:45:20.901574,0.043532282012239715,0.0,1.002767851533584,1.4538450567084835
2022-09-23 16:45:20.921574,0.04347226029289136,0.0,1.002767851533584,1.4538450567084835
2022-09-23 16:45:20.931574,0.04347226029289136,0.0,1.0041197955779604,1.439041311599205
2022-09-23 16:45:20.961574,0.04347226029289136,0.0,1.0041197955779604,1.439041311599205
2022-09-23 16:45:20.961574,0.04347226029289136,0.0,1.0041197955779604,1.400323214559115
2022-09-23 16:45:20.981574,0.04347226029289136,0.0,1.0041197955779604,1.400323214559115
2022-09-23 16:45:21.011574,0.04347226029289136,0.0,1.0033235311221937,1.3495461661473727
2022-09-23 16:45:21.011574,0.043388798348295295,0.0,1.0033235311221937,1.3495461661473727
2022-09-23 16:45:21.031574,0.043388798348295295,0.0,1.0048404785080225,1.3507650393195405
2022-09-23 16:45:21.051574,0.043388798348295295,0.0,1.0048404785080225,1.3507650393195405
2022-09-23 16:45:21.061574,0.043388798348295295,0.0,1.0048404785080225,1.3235198348730814
2022-09-23 16:45:21.081574,0.043388798348295295,0.0,1.0048404785080225,1.3235198348730814
2022-09-23 16:45:21.101574,0.043388798348295295,0.0,1.0037890016081739,1.2774172644311899
2022-09-23 16:45:21.111574,0.043276326273700025,0.0,1.0037890016081739,1.2774172644311899
2022-09-23 16:45:21.131574,0.043276326273700025,0.0,1.0057280150784615,1.2948202384238383
2022-09-23 16:45:21.161574,0.043276326273700025,0.0,1.0057280150784615,1.2948202384238383
2022-09-23 16:45:21.161574,0.043276326273700025,0.0,1.0057280150784615,1.2736560492521143
2022-09-23 16:45:21.181574,0.043276326273700025,0.0,1.0057280150784615,1.2736560492521143
2022-09-23 16:45:21.211574,0.043276326273700025,0.0,1.006564615060062,1.2701430804782015
2022-09-23 16:45:21.221574,0.043150211587801184,0.0,1.006564615060062,1.2701430804782015
2022-09-23 16:45:21.231574,0.043150211587801184,0.0,1.006564615060062,1.2511470886751512
